order_id,customer_id,product_name,price,quantity,date,city
94,666,Headphones,154,2,2023-01-21,Москва
95,2039,Headphones,198,5,2023-02-23,Самара
96,2982,Monitor,425,4,2024-06-08,Москва
97,2454,Laptop,1165,2,2024-07-16,Екатеринбург
98,543,Monitor,366,5,2024-11-18,Новосибирск
99,60,Keyboard,144,2,2023-04-14,Санкт-Петербург
100,1137,Tablet,527,5,2023-08-22,Екатеринбург
101,34,Monitor,389,3,2024-04-29,Новосибирск
102,1074,Tablet,427,5,2023-03-29,Новосибирск
103,1305,Headphones,132,4,2024-11-17,Екатеринбург
104,2543,Tablet,760,3,2023-07-07,Москва
105,7,Phone,688,4,2024-07-03,Казань
106,2832,Phone,589,5,2023-03-17,Екатеринбург
107,2132,Tablet,671,1,2024-06-02,Санкт-Петербург
108,46,Phone,500,4,2024-12-26,Самара
109,2970,Monitor,377,2,2023-04-11,Новосибирск
110,219,Monitor,301,1,2024-03-04,Новосибирск
111,2575,Headphones,182,1,2023-06-30,Самара
112,2959,Monitor,361,4,2023-03-11,Казань
113,1139,Phone,693,5,2024-08-18,Самара
114,1664,Laptop,1044,3,2024-04-12,Новосибирск
115,1476,Keyboard,120,5,2024-07-27,Самара
116,949,Headphones,165,2,2024-07-29,Москва
117,2645,Headphones,141,3,2023-07-05,Москва
118,922,Keyboard,57,1,2024-12-29,Санкт-Петербург
119,1630,Tablet,501,3,2023-10-22,Казань
120,2276,Laptop,898,1,2023-02-18,Новосибирск
121,1948,Phone,579,1,2023-02-22,Екатеринбург
122,2933,Headphones,186,5,2024-06-15,Екатеринбург
123,2453,Tablet,486,5,2024-11-06,Самара
124,2448,Tablet,692,1,2024-04-02,Казань
125,895,Laptop,1483,3,2023-03-17,Новосибирск
126,1417,Laptop,1092,3,2024-03-03,Новосибирск
127,3,Keyboard,140,2,2024-04-01,Екатеринбург
128,1546,Keyboard,33,3,2024-03-26,Екатеринбург
129,2206,Keyboard,93,2,2024-05-27,Самара
130,232,Phone,681,1,2024-07-20,Казань
131,1012,Phone,762,5,2023-07-31,Екатеринбург
132,223,Keyboard,92,2,2024-01-10,Санкт-Петербург
133,910,Monitor,205,3,2023-08-20,Санкт-Петербург
134,1623,Keyboard,63,2,2024-03-13,Самара
135,689,Keyboard,57,2,2024-08-06,Казань
136,318,Phone,888,3,2024-06-02,Самара
137,182,Keyboard,130,4,2023-06-09,Москва
138,2141,Phone,866,2,2024-09-08,Екатеринбург
139,712,Keyboard,145,1,2024-01-02,Екатеринбург
140,2270,Keyboard,101,2,2024-01-24,Санкт-Петербург
141,563,Phone,726,2,2023-09-10,Екатеринбург
142,447,Phone,562,2,2023-01-19,Новосибирск
143,2951,Headphones,108,4,2024-07-28,Москва
144,49,Keyboard,135,1,2024-05-17,Новосибирск
145,2980,Keyboard,61,5,2024-03-10,Казань
146,1628,Headphones,145,5,2023-10-21,Самара
147,914,Laptop,962,2,2024-01-26,Санкт-Петербург
148,2464,Monitor,375,5,2023-06-22,Екатеринбург
149,2838,Keyboard,35,1,2023-11-13,Екатеринбург
150,2665,Monitor,268,5,2023-04-19,Казань
151,1110,Laptop,1111,2,2024-05-31,Казань
152,1656,Tablet,499,5,2023-10-05,Самара
153,1102,Tablet,772,3,2023-11-05,Москва
154,2508,Phone,991,5,2024-11-27,Екатеринбург
155,1414,Headphones,197,4,2024-10-24,Санкт-Петербург
156,498,Tablet,426,3,2024-06-09,Санкт-Петербург
157,1057,Laptop,910,5,2023-05-24,Санкт-Петербург
158,496,Monitor,301,4,2024-08-14,Екатеринбург
159,2477,Monitor,306,1,2023-01-18,Санкт-Петербург
160,2036,Laptop,1417,2,2023-06-01,Самара
161,2720,Laptop,1425,1,2023-04-02,Самара
162,739,Laptop,887,4,2024-12-26,Самара
163,166,Tablet,736,1,2024-01-14,Санкт-Петербург
164,2055,Headphones,155,2,2023-10-09,Санкт-Петербург
165,935,Keyboard,69,1,2023-07-15,Москва
166,2514,Monitor,227,4,2024-02-14,Казань
167,2305,Tablet,544,5,2024-05-28,Казань
168,2089,Laptop,1340,4,2023-07-07,Новосибирск
169,2400,Headphones,136,4,2023-01-20,Москва
170,1304,Keyboard,108,2,2024-12-04,Москва
171,2130,Phone,798,5,2024-01-12,Екатеринбург
172,527,Tablet,468,1,2023-10-04,Санкт-Петербург
173,1496,Laptop,1372,1,2024-11-28,Москва
174,2019,Tablet,440,1,2023-09-08,Москва
175,685,Phone,520,4,2024-12-05,Санкт-Петербург
176,2274,Monitor,202,1,2023-06-15,Екатеринбург
177,1371,Phone,1000,1,2023-01-15,Самара
178,2737,Monitor,366,2,2023-12-22,Казань
179,1130,Monitor,268,1,2024-02-23,Екатеринбург
180,1624,Phone,594,3,2023-08-23,Новосибирск
181,420,Headphones,172,3,2023-12-14,Екатеринбург
182,2480,Monitor,469,4,2024-07-08,Казань
183,829,Laptop,1417,1,2023-04-18,Санкт-Петербург
184,2569,Monitor,443,1,2023-06-23,Самара
185,1233,Monitor,405,5,2023-12-30,Самара
186,2848,Phone,887,3,2024-11-03,Новосибирск
187,1829,Headphones,120,2,2023-11-04,Самара
188,2712,Monitor,356,4,2024-10-29,Самара
189,2431,Monitor,263,1,2024-04-01,Казань
190,952,Laptop,1455,1,2024-01-29,Самара
191,1943,Keyboard,133,2,2024-05-25,Москва
192,2632,Headphones,56,3,2023-11-19,Екатеринбург
193,1008,Tablet,774,2,2024-11-19,Новосибирск
194,894,Keyboard,138,5,2024-02-06,Екатеринбург
195,2645,Keyboard,32,3,2024-07-01,Санкт-Петербург
196,506,Monitor,375,3,2024-02-22,Санкт-Петербург
197,1632,Phone,639,2,2023-11-10,Санкт-Петербург
198,361,Keyboard,124,3,2024-08-14,Екатеринбург
199,2673,Headphones,81,2,2024-10-07,Москва
200,2062,Monitor,436,2,2024-03-15,Новосибирск
201,2319,Headphones,85,3,2023-05-24,Новосибирск
202,245,Tablet,841,1,2024-11-17,Санкт-Петербург
203,833,Keyboard,38,4,2023-07-03,Самара
204,2135,Monitor,377,1,2024-09-03,Москва
205,2714,Laptop,877,3,2023-05-24,Новосибирск
206,2594,Keyboard,76,4,2023-03-28,Самара
207,265,Laptop,1500,5,2024-11-02,Новосибирск
208,2605,Keyboard,81,2,2023-05-14,Москва
209,40,Monitor,447,1,2024-12-30,Москва
210,781,Phone,633,5,2023-06-30,Санкт-Петербург
211,56,Phone,761,4,2024-07-07,Самара
212,1665,Laptop,1108,5,2023-09-11,Самара
213,2698,Keyboard,112,4,2023-02-20,Новосибирск
214,2297,Keyboard,103,5,2024-10-25,Санкт-Петербург
215,631,Phone,729,1,2023-03-19,Казань
216,2897,Monitor,250,1,2024-11-18,Санкт-Петербург
217,2862,Tablet,407,1,2024-05-11,Новосибирск
218,2175,Headphones,70,2,2023-02-26,Санкт-Петербург
219,1928,Monitor,484,5,2023-12-06,Москва
220,1244,Tablet,497,1,2023-11-08,Екатеринбург
221,1281,Headphones,173,4,2024-10-11,Казань
222,119,Tablet,628,3,2023-10-11,Новосибирск
223,1391,Phone,846,2,2024-11-21,Москва
224,1116,Headphones,63,2,2024-10-21,Екатеринбург
225,2730,Headphones,187,2,2024-11-04,Санкт-Петербург
226,2383,Headphones,62,2,2024-02-13,Самара
227,2965,Phone,529,5,2024-11-19,Екатеринбург
228,2434,Keyboard,90,1,2023-12-12,Екатеринбург
229,2751,Monitor,371,1,2024-12-23,Казань
230,627,Laptop,1327,3,2023-04-21,Санкт-Петербург
231,914,Phone,944,2,2023-09-30,Екатеринбург
232,2468,Laptop,857,2,2024-03-22,Новосибирск
233,703,Laptop,843,3,2023-11-09,Санкт-Петербург
234,2192,Tablet,644,4,2024-05-18,Самара
235,1536,Phone,685,5,2024-12-23,Самара
236,2657,Keyboard,122,1,2023-02-12,Самара
237,1,Monitor,393,1,2024-11-03,Казань
238,2826,Laptop,896,1,2024-05-04,Санкт-Петербург
239,645,Monitor,420,3,2024-07-05,Самара
240,1175,Tablet,554,2,2024-07-14,Самара
241,158,Monitor,441,2,2024-02-26,Екатеринбург
242,408,Tablet,630,2,2024-12-05,Санкт-Петербург
243,2649,Phone,980,3,2024-03-12,Новосибирск
244,1760,Keyboard,111,5,2024-07-25,Санкт-Петербург
245,2434,Headphones,91,5,2023-06-29,Новосибирск
246,1499,Headphones,88,2,2024-05-24,Новосибирск
247,336,Tablet,408,5,2023-02-03,Казань
248,929,Phone,797,5,2023-01-09,Новосибирск
249,1807,Headphones,157,5,2023-03-14,Казань
250,40,Headphones,185,5,2024-11-27,Новосибирск
251,776,Phone,517,5,2023-11-17,Новосибирск
252,81,Phone,609,4,2024-09-03,Санкт-Петербург
253,926,Keyboard,132,3,2024-01-18,Самара
254,2285,Laptop,1107,4,2023-06-16,Казань
255,1870,Keyboard,33,1,2023-10-16,Новосибирск
256,2673,Tablet,453,3,2023-11-30,Санкт-Петербург
257,635,Tablet,803,1,2023-05-30,Новосибирск
258,2145,Monitor,320,4,2023-10-04,Москва
259,1108,Phone,777,1,2024-02-18,Новосибирск
260,1028,Keyboard,147,3,2024-07-02,Москва
261,1570,Headphones,90,2,2023-08-06,Санкт-Петербург
262,2671,Headphones,156,4,2024-01-07,Казань
263,689,Tablet,607,2,2023-10-20,Москва
264,26,Headphones,183,1,2023-08-06,Санкт-Петербург
265,2748,Headphones,152,1,2023-05-11,Санкт-Петербург
266,2224,Laptop,1183,1,2023-02-17,Самара
267,1185,Headphones,58,1,2023-04-20,Новосибирск
268,2801,Monitor,342,3,2023-10-25,Самара
269,2584,Monitor,244,2,2023-10-26,Екатеринбург
270,140,Headphones,188,3,2024-06-04,Екатеринбург
271,2083,Tablet,689,2,2024-11-15,Екатеринбург
272,1170,Keyboard,63,2,2024-02-21,Москва
273,890,Keyboard,122,1,2023-05-18,Москва
274,1146,Monitor,234,3,2024-01-05,Санкт-Петербург
275,641,Monitor,216,4,2024-03-08,Самара
276,1574,Headphones,109,3,2023-10-31,Санкт-Петербург
277,1447,Keyboard,90,3,2023-04-24,Москва
278,1996,Laptop,941,3,2023-08-30,Казань
279,1663,Tablet,859,1,2023-03-10,Новосибирск
280,1791,Phone,817,5,2024-05-11,Самара
281,2347,Phone,657,2,2023-06-27,Санкт-Петербург
282,2814,Laptop,1284,4,2024-05-31,Казань
283,647,Tablet,879,5,2023-06-18,Самара
284,242,Laptop,1322,3,2023-08-23,Новосибирск
285,456,Phone,551,1,2023-11-03,Санкт-Петербург
286,1999,Laptop,818,3,2024-10-10,Новосибирск
287,468,Monitor,359,2,2024-01-23,Санкт-Петербург
288,2743,Tablet,442,1,2023-03-18,Москва
289,1768,Monitor,486,3,2024-12-14,Москва
290,1834,Tablet,844,4,2024-01-04,Казань
291,1144,Tablet,401,5,2024-06-29,Казань
292,2870,Monitor,256,5,2023-03-08,Казань
293,1872,Phone,507,3,2023-05-30,Санкт-Петербург
294,609,Tablet,871,1,2023-08-13,Санкт-Петербург
295,1224,Tablet,485,3,2023-12-04,Новосибирск
296,2920,Monitor,366,3,2024-06-12,Москва
297,348,Headphones,133,3,2024-03-08,Москва
298,2833,Headphones,76,3,2023-11-11,Санкт-Петербург
299,2409,Tablet,479,4,2023-10-04,Москва
300,403,Tablet,632,4,2024-09-19,Екатеринбург
301,1785,Laptop,1446,4,2024-05-02,Казань
302,1388,Monitor,497,3,2023-06-20,Москва
303,1038,Monitor,367,1,2023-06-30,Екатеринбург
304,2228,Tablet,717,3,2023-05-22,Екатеринбург
305,1314,Phone,622,5,2023-06-29,Самара
306,461,Keyboard,74,5,2024-05-22,Новосибирск
307,605,Phone,817,3,2023-10-23,Москва
308,223,Tablet,432,3,2024-04-07,Екатеринбург
309,374,Monitor,307,2,2024-03-12,Самара
310,135,Monitor,358,4,2024-11-24,Екатеринбург
311,2270,Monitor,411,5,2023-04-08,Самара
312,1092,Headphones,115,4,2023-04-07,Екатеринбург
313,1798,Tablet,752,5,2024-10-14,Москва
314,2731,Keyboard,123,4,2024-11-19,Самара
315,2847,Keyboard,51,1,2024-02-29,Москва
316,555,Phone,759,4,2024-01-31,Екатеринбург
317,502,Headphones,175,5,2023-01-28,Казань
318,341,Laptop,943,1,2024-04-06,Казань
319,2453,Monitor,484,1,2023-01-19,Екатеринбург
320,553,Keyboard,73,4,2023-12-27,Екатеринбург
321,496,Laptop,1452,1,2023-12-16,Новосибирск
322,1591,Monitor,240,1,2023-10-06,Новосибирск
323,76,Phone,714,2,2023-06-03,Москва
324,1300,Phone,667,4,2023-01-02,Новосибирск
325,1705,Headphones,184,2,2024-08-27,Санкт-Петербург
326,2627,Keyboard,83,1,2024-07-24,Москва
327,219,Monitor,305,4,2023-03-31,Москва
328,2712,Tablet,552,5,2023-07-13,Новосибирск
329,900,Laptop,1273,3,2023-02-05,Самара
330,1765,Keyboard,74,3,2024-11-12,Казань
331,1746,Headphones,64,1,2023-07-20,Самара
332,2413,Phone,924,5,2023-06-05,Санкт-Петербург
333,2816,Keyboard,34,1,2024-10-07,Новосибирск
334,1561,Monitor,403,3,2024-12-31,Екатеринбург
335,2887,Tablet,765,1,2024-11-20,Санкт-Петербург
336,1092,Phone,656,2,2024-04-06,Самара
337,2436,Headphones,102,4,2024-08-15,Санкт-Петербург
338,2025,Monitor,374,3,2023-07-20,Казань
339,1863,Tablet,874,4,2023-04-15,Москва
340,2042,Laptop,1067,1,2023-07-04,Самара
341,2890,Phone,522,3,2024-05-12,Казань
342,252,Monitor,484,3,2024-10-27,Самара
343,413,Phone,972,5,2024-08-22,Москва
344,1897,Keyboard,69,1,2024-03-21,Самара
345,2001,Tablet,643,3,2024-10-03,Самара
346,743,Headphones,95,3,2023-09-01,Екатеринбург
347,2032,Monitor,416,4,2023-07-31,Казань
348,2509,Monitor,398,3,2024-03-17,Москва
349,2177,Tablet,434,5,2023-01-23,Казань
350,203,Tablet,745,2,2024-07-17,Новосибирск
351,2816,Phone,982,3,2023-07-02,Екатеринбург
352,975,Monitor,257,2,2023-06-04,Санкт-Петербург
353,167,Headphones,117,4,2023-06-12,Казань
354,254,Keyboard,66,4,2024-09-24,Москва
355,610,Headphones,164,2,2024-12-01,Новосибирск
356,685,Phone,500,4,2023-08-30,Екатеринбург
357,1303,Phone,911,5,2024-09-15,Санкт-Петербург
358,1805,Tablet,431,3,2024-06-14,Новосибирск
359,745,Laptop,1131,4,2023-01-22,Екатеринбург
360,379,Laptop,1281,4,2023-02-09,Москва
361,2261,Headphones,99,1,2023-03-28,Санкт-Петербург
362,447,Keyboard,130,2,2024-12-18,Екатеринбург
363,1134,Monitor,348,1,2023-03-08,Москва
364,2332,Tablet,793,1,2023-04-16,Новосибирск
365,2903,Laptop,1076,2,2023-05-01,Москва
366,1568,Headphones,58,5,2023-04-11,Санкт-Петербург
367,673,Tablet,667,1,2023-12-30,Казань
368,2186,Headphones,151,2,2024-08-05,Новосибирск
369,976,Phone,951,2,2024-11-20,Москва
370,2120,Tablet,738,2,2023-04-14,Санкт-Петербург
371,2116,Phone,821,5,2023-11-15,Санкт-Петербург
372,1133,Tablet,635,5,2024-05-09,Казань
373,938,Keyboard,50,2,2024-06-13,Екатеринбург
374,433,Headphones,53,1,2024-11-06,Санкт-Петербург
375,587,Headphones,102,4,2023-12-31,Москва
376,851,Tablet,632,4,2023-12-06,Казань
377,2067,Headphones,139,1,2024-10-20,Екатеринбург
378,1498,Tablet,666,2,2024-10-16,Казань
379,1423,Tablet,790,5,2024-01-21,Санкт-Петербург
380,1912,Keyboard,36,1,2023-09-30,Самара
381,237,Tablet,765,3,2023-03-09,Самара
382,2872,Tablet,735,5,2023-09-26,Санкт-Петербург
383,2775,Keyboard,122,5,2023-09-29,Санкт-Петербург
384,526,Headphones,64,5,2024-10-07,Новосибирск
385,1652,Phone,777,1,2024-09-06,Санкт-Петербург
386,642,Headphones,98,3,2024-09-20,Москва
387,825,Phone,771,5,2024-02-25,Санкт-Петербург
388,525,Headphones,114,5,2023-02-27,Самара
389,1446,Laptop,1127,3,2024-07-01,Москва
390,2392,Laptop,827,2,2023-12-05,Самара
391,765,Tablet,731,5,2024-11-13,Санкт-Петербург
392,863,Laptop,1205,4,2024-09-15,Санкт-Петербург
393,445,Laptop,1295,5,2024-10-01,Казань
394,1576,Headphones,120,3,2024-10-04,Казань
395,1805,Headphones,186,4,2023-08-01,Санкт-Петербург
396,1254,Keyboard,113,2,2024-10-24,Москва
397,914,Phone,556,5,2023-06-24,Москва
398,1761,Monitor,258,5,2023-11-10,Екатеринбург
399,654,Tablet,810,1,2023-05-08,Москва
400,581,Monitor,431,1,2023-11-18,Москва
401,771,Monitor,300,1,2023-11-09,Самара
402,1920,Headphones,79,2,2024-05-16,Москва
403,184,Laptop,1025,5,2023-03-02,Санкт-Петербург
404,123,Tablet,564,4,2023-12-14,Екатеринбург
405,2066,Phone,552,2,2024-04-25,Екатеринбург
406,1574,Headphones,126,2,2023-09-15,Казань
407,119,Phone,664,2,2024-09-20,Казань
408,2646,Tablet,622,3,2023-12-05,Новосибирск
409,2807,Headphones,59,1,2024-05-24,Казань
410,772,Monitor,471,1,2024-07-01,Екатеринбург
411,2184,Laptop,1424,3,2024-12-31,Екатеринбург
412,1549,Keyboard,118,3,2024-10-27,Санкт-Петербург
413,2074,Phone,788,1,2023-11-22,Новосибирск
414,1224,Tablet,541,1,2023-10-17,Москва
415,2893,Keyboard,64,1,2023-12-05,Новосибирск
416,2351,Headphones,111,5,2023-05-13,Москва
417,1173,Laptop,1457,4,2024-04-02,Екатеринбург
418,715,Monitor,398,5,2023-10-26,Москва
419,1122,Keyboard,113,2,2024-09-11,Екатеринбург
420,2633,Laptop,1210,5,2023-06-22,Казань
421,1565,Phone,806,3,2023-01-14,Самара
422,2321,Phone,518,5,2023-05-28,Москва
423,1129,Headphones,86,4,2023-12-04,Екатеринбург
424,2652,Phone,778,1,2023-11-05,Москва
425,506,Keyboard,72,3,2023-08-13,Екатеринбург
426,1999,Headphones,68,4,2023-01-24,Екатеринбург
427,1884,Headphones,175,3,2024-11-12,Казань
428,208,Monitor,355,3,2024-04-23,Новосибирск
429,2405,Phone,694,3,2023-03-04,Москва
430,2790,Headphones,158,4,2024-08-29,Новосибирск
431,2865,Phone,536,4,2023-12-20,Екатеринбург
432,350,Keyboard,54,4,2023-05-03,Самара
433,881,Phone,928,1,2024-11-17,Новосибирск
434,1635,Monitor,415,4,2024-03-26,Санкт-Петербург
435,803,Keyboard,139,1,2024-05-24,Екатеринбург
436,1519,Monitor,261,1,2023-05-14,Казань
437,806,Keyboard,65,3,2024-07-06,Новосибирск
438,2960,Headphones,117,2,2023-01-02,Самара
439,1858,Headphones,130,3,2024-12-31,Самара
440,1953,Laptop,1159,3,2024-10-07,Казань
441,334,Tablet,414,3,2023-10-10,Санкт-Петербург
442,1997,Phone,803,1,2023-06-23,Казань
443,2570,Laptop,1079,2,2024-01-07,Москва
444,631,Phone,959,3,2023-07-16,Москва
445,394,Monitor,274,2,2024-09-04,Екатеринбург
446,2212,Laptop,1025,2,2023-12-06,Казань
447,1880,Monitor,450,5,2024-09-28,Москва
448,600,Tablet,781,3,2024-10-01,Екатеринбург
449,2736,Phone,604,5,2024-06-08,Москва
450,872,Tablet,892,3,2023-09-15,Санкт-Петербург
451,1532,Phone,907,1,2024-12-10,Казань
452,839,Laptop,1259,1,2024-05-16,Самара
453,2241,Keyboard,131,4,2023-01-28,Москва
454,1541,Keyboard,91,2,2024-05-21,Самара
455,1449,Headphones,56,4,2023-03-13,Новосибирск
456,2735,Laptop,1036,2,2024-02-29,Москва
457,1001,Headphones,113,2,2024-04-27,Москва
458,2435,Phone,503,1,2024-12-11,Санкт-Петербург
459,1751,Laptop,1046,4,2024-09-10,Новосибирск
460,336,Headphones,134,2,2023-08-12,Казань
461,1194,Keyboard,147,4,2024-07-29,Екатеринбург
462,109,Tablet,833,2,2023-01-21,Москва
463,590,Headphones,114,4,2023-11-25,Екатеринбург
464,1494,Laptop,962,2,2024-05-31,Новосибирск
465,219,Headphones,73,4,2024-12-21,Казань
466,136,Tablet,477,5,2024-09-13,Самара
467,2361,Keyboard,58,3,2023-06-24,Новосибирск
468,669,Keyboard,145,1,2023-12-28,Санкт-Петербург
469,2272,Tablet,495,3,2023-08-04,Москва
470,2141,Tablet,876,5,2023-07-25,Самара
471,2665,Headphones,60,2,2023-04-16,Санкт-Петербург
472,1465,Tablet,554,3,2024-07-03,Москва
473,82,Keyboard,74,2,2023-07-13,Москва
474,621,Phone,908,2,2023-07-02,Новосибирск
475,318,Laptop,1114,2,2024-08-19,Новосибирск
476,1165,Phone,560,5,2023-02-04,Казань
477,2508,Keyboard,39,5,2024-10-28,Новосибирск
478,2710,Tablet,667,4,2024-08-12,Самара
479,515,Tablet,499,3,2023-05-02,Екатеринбург
480,2759,Tablet,672,1,2023-10-28,Москва
481,212,Phone,786,1,2024-05-24,Самара
482,1671,Headphones,126,1,2024-07-16,Казань
483,1453,Laptop,1207,5,2023-01-15,Самара
484,59,Headphones,111,3,2024-10-13,Санкт-Петербург
485,506,Headphones,135,1,2023-09-14,Самара
486,289,Keyboard,51,5,2024-11-21,Новосибирск
487,2885,Tablet,538,3,2023-04-25,Москва
488,663,Laptop,1491,3,2023-02-24,Новосибирск
489,1417,Phone,511,2,2023-06-02,Казань
490,1049,Laptop,1014,4,2023-10-02,Санкт-Петербург
491,2669,Keyboard,63,5,2024-03-11,Москва
492,2374,Phone,501,3,2024-02-28,Казань
493,735,Phone,696,1,2023-03-19,Казань
494,519,Headphones,134,4,2023-08-01,Москва
495,129,Keyboard,139,5,2023-06-02,Екатеринбург
496,1068,Laptop,1052,1,2024-09-04,Казань
497,565,Tablet,802,4,2023-10-14,Санкт-Петербург
498,2660,Tablet,867,3,2024-10-08,Казань
499,936,Keyboard,74,5,2023-09-12,Екатеринбург
500,2113,Laptop,1457,5,2023-05-01,Санкт-Петербург
501,2849,Phone,692,3,2024-10-08,Самара
502,2366,Phone,798,3,2023-12-09,Санкт-Петербург
503,2698,Laptop,1178,1,2023-02-22,Казань
504,2015,Laptop,938,5,2024-01-06,Санкт-Петербург
505,2040,Tablet,581,2,2024-09-08,Москва
506,727,Keyboard,141,3,2023-08-21,Санкт-Петербург
507,2859,Monitor,460,4,2024-03-17,Екатеринбург
508,2568,Headphones,189,4,2024-07-19,Самара
509,2598,Monitor,259,5,2023-06-01,Москва
510,874,Phone,780,4,2023-08-08,Новосибирск
511,2007,Monitor,368,1,2023-12-24,Самара
512,2892,Headphones,75,3,2023-04-15,Казань
513,2225,Phone,948,3,2023-08-24,Новосибирск
514,934,Laptop,1320,2,2023-10-25,Новосибирск
515,2028,Headphones,198,3,2023-09-15,Самара
516,854,Phone,755,2,2023-02-16,Санкт-Петербург
517,2612,Tablet,717,3,2024-05-21,Новосибирск
518,2311,Laptop,1141,5,2024-04-25,Москва
